"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","pglobal_cv","qglobal_cv"
"ADCY8",78,80,1,1,0,0.487079454283421,0.159051398143831,0.159051398143831,0,6.63630970165752e-06,0.000398133369566733,1.45659099604067e-06,1,0.00487997675979035,0.258028952515008,0.00146321848507266,2.10323171966342e-05,0.0156503809184288
"OBSCN",140,193,9,5,5,0.618655453646635,0.562758109280019,0.562758109280019,3.98711846442334,1.92235846991906e-05,0.026341139168286,6.31565501115761e-05,0.0244926215762865,0.0101637115839852,0.846456996062793,0.0226585401480656,2.22428653181561e-05,0.0159600502538241
"DICER1",12,30,12,2,1,1.06060543413817,6.19888790376435,6.19888790376435,2.51335391433677,0.854601361419223,5.34929396212025e-06,6.12094870611202e-06,0.313767629667627,0.970099776952009,0.0134340831241197,0.00439199930194631,2.72006288629667e-05,0.0188444080857194
"CACNA1H",57,48,2,0,0,0.389827065953602,0.233591346837636,0.233591346837636,0,1.29232312462424e-06,0.00991523871594624,2.59063192875608e-06,1,0.00173093759312171,0.697957854505663,0.0024784945752685,3.5915507408335e-05,0.024052615311362
"RAC1",2,25,1,1,0,8.64852797682155,5.99898699445336,5.99898699445336,0,5.24495177955941e-07,0.0700041426333906,3.03895778774876e-06,1,0.000810587124639448,0.846456996062793,0.00277525913243911,4.16458651678608e-05,0.0269905508737901
"ABCC8",53,44,3,0,0,0.385678705190542,0.256408326101761,0.256408326101761,0,2.47120160234982e-06,0.00455001271418287,4.11945783551637e-06,1,0.00275827285515612,0.558749297463701,0.0034989194785954,5.51998657762898e-05,0.0340610891688069
"COL21A1",21,119,6,1,0,2.65238640349267,1.23697135596978,1.23697135596978,0,1.97971506632477e-06,0.628651111430718,4.17968580390671e-06,1,0.00233967384691359,0.846879710217236,0.0034989194785954,5.5946241728666e-05,0.0340610891688069
"ATP2B2",50,39,3,2,0,0.353242395304899,0.567881244766866,0.567881244766866,0,8.21363021152877e-07,0.191184942303255,5.26772650544238e-06,1,0.0011787146041416,0.846456996062793,0.00422448641093084,6.92912092682407e-05,0.0409449907473007
"CACNA1B",55,51,2,1,0,0.402018084504686,0.272850839829366,0.272850839829366,0,2.70109592703793e-06,0.00720704817146722,5.46695767678074e-06,1,0.00285619569842732,0.652886778570236,0.00422448641093084,7.17089263801984e-05,0.0411629725687019
"ZFX",5,13,5,0,3,1.21230419759838,7.74303514541552,7.74303514541552,19.8778313130757,0.676115933985633,0.00184912786399527,0.00646400497331334,0.000949948731486401,0.925938079323051,0.475023827862411,0.316050444637829,7.98298911121043e-05,0.0443429932083809
"ARID1A",20,21,9,2,1,0.490144619087609,3.39375708034667,3.39375708034667,2.00497230740739,0.0200494635057775,0.00241024941657741,1.69004855604671e-05,0.372378624532687,0.455027733395777,0.490750206231242,0.0088718849485305,8.16629709178285e-05,0.0443429932083809
"OR4C3",40,23,0,0,0,0.318146408327256,0,0,0,5.26361513131235e-06,0.0276440144645357,7.69060772687347e-06,1,0.00440630381679985,0.846456996062793,0.00532799999450396,9.82514416838498e-05,0.0510749887632834
"CACNA1A",58,59,6,4,1,0.433893400888831,0.840970175361725,0.840970175361725,2.63535689753167,6.80102280992134e-06,0.604660882064064,2.56902968851502e-05,0.302313836750289,0.00487997675979035,0.846456996062793,0.0120033431330129,9.91451178024016e-05,0.0510749887632834
"UGT2A2",7,36,10,2,0,2.09945934672836,9.1169740238628,9.1169740238628,0,0.0318768565609723,1.37866215821347e-06,8.58205376974563e-06,1,0.487656483606381,0.00461645023677781,0.0057106445569501,0.000108698896798987,0.0545747309819958
"MYH8",78,87,4,3,0,0.485537570280881,0.382543023743274,0.382543023743274,0,4.30687066577118e-06,0.00523742573527786,8.81140716069151e-06,1,0.00376214515417429,0.589363119415262,0.0057106445569501,0.000111371458377474,0.0545747309819958
"PPFIA2",12,73,14,4,0,2.47356853634014,5.28536667685484,5.28536667685484,0,0.000597973551628828,4.47129761371734e-06,9.36013168784111e-06,1,0.097673875006299,0.0128332629081707,0.00587670017938799,0.00011774157572475,0.0563225237591894
"RNF213",51,50,10,1,1,0.422714198469462,1.13142184867839,1.13142184867839,0.936088048080908,1.52587129612636e-05,0.713063869278231,1.62383525103005e-05,0.605666594910548,0.00901655300308078,0.864494044532194,0.0088718849485305,0.000123228572193268,0.057576401021743
"ZNF433",1,6,5,2,0,1.00565144541239,17.3544455110983,17.3544455110983,0,0.993510031699056,1.5225873773228e-05,1.0325410235712e-05,1,0.999468266158076,0.025491919164827,0.00628629748623302,0.000128870440361806,0.0588440003933872
"PLXNB2",33,23,7,0,1,0.336687483710736,1.16356749720861,1.16356749720861,3.93540027370744,3.84727905299309e-05,0.718933100572054,5.31566617893997e-05,0.217431689414497,0.0154591366907368,0.866210926287609,0.0197772313335339,0.000142950227454142,0.0638225115506924
"OR10H4",25,12,0,0,0,0.219928857427866,0,0,0,3.9603376156272e-06,0.113712613394167,1.29959519133971e-05,1,0.00376214515417429,0.846456996062793,0.00749141554191876,0.000159211751730171,0.0683207029888389
"OR1F1",26,10,0,0,0,0.210217795181626,0,0,0,4.29833796500301e-06,0.10220923401784,1.30505969820893e-05,1,0.00376214515417429,0.846456996062793,0.00749141554191876,0.000159826441713973,0.0683207029888389
"TRIM71",24,11,4,0,0,0.238888086536163,1.79302381992307,1.79302381992307,0,2.35006986235575e-05,0.311323862119182,1.7082986037309e-05,1,0.0109770912722326,0.846456996062793,0.0088718849485305,0.000204610227742097,0.0845190095517604
"COL4A5",21,110,3,3,0,2.54639643370016,1.20029023933399,1.20029023933399,0,7.12313686423993e-06,0.695501936414772,1.72218163850824e-05,1,0.0049348600944636,0.859579810808882,0.0088718849485305,0.000206133665225039,0.0845190095517604
"OR56B4",15,4,2,0,0,0.123326726330977,1.76027093514507,1.76027093514507,0,1.1059817193515e-05,0.482080021063824,1.79876045428573e-05,1,0.00673341779499727,0.846456996062793,0.00903472407176365,0.000214517072042453,0.0846700495645461
"SPRED1",5,8,3,0,3,0.921551307018857,3.88568570054638,3.88568570054638,42.3837433663245,0.873801719529954,0.0775470805108738,0.165028835408482,0.00010922615554584,0.973739550007006,0.846456996062793,0.726466768666043,0.000214930691742166,0.0846700495645461
"C1orf173",74,159,1,0,2,0.965811402426148,0.0906574569547411,0.0906574569547411,8.59922899482056,0.803248130696058,0.000177142679142706,0.000724541445324745,0.0275712846695257,0.960598702012769,0.154737981158961,0.118269490643623,0.000236141703086723,0.0912369799368337
"RYR1",132,179,14,2,0,0.591396982009541,0.560391691064147,0.560391691064147,0,6.21922410048992e-06,0.0181961665264642,2.23771917888804e-05,1,0.00487997675979035,0.834499593625118,0.0107042895292952,0.000261980264441242,0.0993102923186601
"MYH2",96,124,8,4,1,0.557410745205157,0.540695177394749,0.540695177394749,2.695479813927,2.14296477623055e-05,0.0294504314722848,8.21809039952548e-05,0.296968089189087,0.0104393952466256,0.846456996062793,0.0284568872847274,0.000283604859397379,0.105516763521347
"PLXNC1",7,18,5,2,3,1.00162780379116,4.15600129106948,4.15600129106948,15.3265075727193,0.99679895235126,0.00789761302267367,0.0151612044836705,0.00195272151046133,0.999675435755926,0.663895159993877,0.424830905552893,0.000338319491737682,0.123391183150692
"PLXNA4",73,85,3,1,0,0.510118226689745,0.296152391786363,0.296152391786363,0,2.8563794376435e-05,0.00414165049706539,3.01441650440992e-05,1,0.0122399997915828,0.557869938586152,0.0137642368159318,0.000343930429368311,0.123391183150692
"HYDIN",151,222,15,2,0,0.624579357292751,0.568131544769907,0.568131544769907,0,1.08817903092806e-05,0.0170872818217571,3.44520915666058e-05,1,0.00673341779499727,0.81155741337948,0.0149034247954601,0.000388479746637582,0.130863363437288
"BRD7",1,13,3,0,3,3.05045732347053,6.51798681470467,6.51798681470467,21.2010294951029,0.0491300513150151,0.0300124000590918,0.0442017883759819,0.00079288957249766,0.510757663932672,0.846456996062793,0.586951837582189,0.000394589289842817,0.130863363437288
"AREG",1,12,0,0,0,11.59503805259,0,0,0,8.01355012813865e-06,0.688355364460654,3.50942835708468e-05,1,0.00536667452081445,0.857805080779616,0.0149034247954601,0.000395072925256867,0.130863363437288
"LCT",66,73,3,0,0,0.48996972595683,0.272407004751674,0.272407004751674,0,2.96743359805562e-05,0.00658203929308665,3.67827362381945e-05,1,0.0124205642538616,0.641940540958271,0.0149034247954601,0.000412352200553134,0.130863363437288
"ABCA2",37,24,2,1,0,0.318413529856605,0.442271914209937,0.442271914209937,0,6.7516740045459e-06,0.12519508920989,3.69518621429199e-05,1,0.00487997675979035,0.846456996062793,0.0149034247954601,0.000414078669326745,0.130863363437288
"MYH1",99,136,6,2,0,0.590710903620084,0.352075640787328,0.352075640787328,0,8.22980129838724e-05,0.000951681195004994,3.70578218749085e-05,1,0.0282602917928988,0.374906409585203,0.0149034247954601,0.000415159931399178,0.130863363437288
"DYNC1H1",55,53,7,3,0,0.428172900004567,0.853585380678071,0.853585380678071,0,1.04589403538968e-05,0.638031379342961,3.75597181911935e-05,1,0.00673341779499727,0.846879710217236,0.0149034247954601,0.0004202774116282,0.130863363437288
"NLRP3",61,58,7,3,0,0.461512413681234,1.12950590289676,1.12950590289676,0,2.40402178078858e-05,0.724405002134225,3.78315994509215e-05,1,0.0109770912722326,0.867760070119348,0.0149034247954601,0.000423046785382075,0.130863363437288
"PLEC",65,64,7,2,1,0.469648027932374,0.919110115709212,0.919110115709212,0.937597098256992,1.7885060327627e-05,0.810178148183357,6.25702252694538e-05,0.605148560161766,0.00972165699689909,0.90178887396963,0.0226585401480656,0.000423379554199577,0.130863363437288
"DSC3",17,73,6,1,3,1.88735687510536,2.12090940271834,2.12090940271834,16.5971372531381,0.00874831992125535,0.110360224685878,0.0251629902463526,0.00156844496621537,0.341286399102799,0.846456996062793,0.50804915261311,0.000439661803795288,0.133837050000775
"ANKZF1",6,4,5,2,0,0.354166233615021,6.3092091052751,6.3092091052751,0,0.0768802756967832,0.000971594422391808,4.12122710009566e-05,1,0.545767633908562,0.375390452697573,0.0159229949361581,0.000457323278182931,0.13713555196975
"ITGAX",40,35,5,0,1,0.404994530520513,0.528050948217609,0.528050948217609,8.81827616807768,8.06791755080249e-05,0.142226915544211,0.00040520379145037,0.105576066846094,0.0282602917928988,0.846456996062793,0.0824900375636883,0.000473121052145253,0.139786397921328
"C4orf21",3,22,8,1,1,2.03004476105482,9.99130077296401,9.99130077296401,2.67815662259364,0.12049719805909,2.98594834914345e-05,0.000151571974772113,0.298489093524518,0.597165566404831,0.0428504916304579,0.0411517911506288,0.000497825470310076,0.144626224128239
"PBRM1",8,26,8,2,2,1.29817803561468,5.48261684232447,5.48261684232447,6.41796109868741,0.472230555596327,0.000300201267727118,0.000999425127746534,0.0458765070208053,0.848874058079341,0.22338309888539,0.130824317328616,0.000503899043799549,0.144626224128239
"KIAA0556",26,29,0,0,2,0.514499911373919,0,0,8.14129666860475,0.0129120979832441,0.00243743383147743,0.00171377255608207,0.0303717397485286,0.386037143722258,0.490750206231242,0.171600057284401,0.000565437570844707,0.159322196746407
"UGT2A1",10,44,10,2,0,1.82122208652619,6.90160253943491,6.90160253943491,0,0.0509893771732696,9.26893791985961e-06,5.2963860741162e-05,1,0.514787727029226,0.0206913590830999,0.0197772313335339,0.000574440776924923,0.159322196746407
"PHIP",5,26,4,4,3,1.96442968749098,5.55286676718098,5.55286676718098,8.38546020725966,0.0894296449966527,0.00136368242565243,0.00559724582010046,0.00968036295100489,0.557383349958022,0.441899090544888,0.301598371364174,0.000586434021252691,0.159322196746407
"CCND1",5,1,0,1,2,0.131198262559074,1.77424720859492,1.77424720859492,41.4268605207327,0.0175244383536548,0.617163191874018,0.0379309889844952,0.00142951394910132,0.428131917745682,0.846879710217236,0.561451395901134,0.000586822087463745,0.159322196746407
"DUSP6",1,1,0,0,3,0.283180578278303,0,0,39.5252327187477,0.230686708395903,0.553513207196997,0.436352721217203,0.000133738252109425,0.694369786974877,0.846456996062793,0.815443009688334,0.000627275870188071,0.16803466010598
"DNER",26,29,7,3,1,0.519804799088095,2.16706209462303,2.16706209462303,8.47940026907762,0.0143441682803706,0.0495347170543311,0.000648945127185718,0.109489424495504,0.397243939463234,0.846456996062793,0.110618841211509,0.000749753710039602,0.196608737665012
"COL4A3",15,93,3,2,0,2.6871479291249,1.25188157229905,1.25188157229905,0,2.86337161019556e-05,0.66507801935054,7.14465240795326e-05,1,0.0122399997915828,0.853003639351461,0.0251830195663489,0.000753515146095562,0.196608737665012
"CDH22",22,16,0,0,1,0.346083418501869,0,0,9.72357106877854,0.00084992495167957,0.0196592396137442,0.000765269711993977,0.0963729299017888,0.115326232709958,0.846456996062793,0.118269490643623,0.000775480900231607,0.19974598418658
"AMER1",6,26,8,0,0,1.6775530378147,10.7283180435159,10.7283180435159,0,0.178457310831548,1.51322510504315e-05,8.35675849782946e-05,1,0.653099439136061,0.025491919164827,0.0284568872847274,0.000868255078303348,0.220811554154336
"CACNA1E",109,158,8,3,1,0.626040144853961,0.470414004580036,0.470414004580036,2.66561363216838,0.000201543049346609,0.00815117134368903,0.000285232000297508,0.299600036440361,0.0515329271125522,0.672737951884983,0.0674187778585558,0.000885961325385987,0.222498112354123
"SETD2",3,25,8,0,1,2.36629702084059,10.4006424194339,10.4006424194339,2.1799170625676,0.0513342810603219,4.84181772818504e-05,0.000255102744983415,0.349928064906925,0.515588691056496,0.0648513066513104,0.0617502319212265,0.000921587364734244,0.225032260454115
"AOC2",9,11,2,0,3,0.617809836166338,1.9271101344318,1.9271101344318,29.4254514274918,0.258673826938031,0.428854281993814,0.287049878632075,0.000312814234595884,0.71712749831577,0.846456996062793,0.780463602317085,0.000926487175855306,0.225032260454115
"RPL5",1,8,3,0,2,2.89405454079467,10.4163058373956,10.4163058373956,22.8847780112429,0.0895713684054241,0.00851000238856114,0.0206912713303521,0.00449963995968982,0.557662957122211,0.685639285626979,0.475034751672414,0.000957269329955657,0.225032260454115
"CYP4F2",34,22,3,0,0,0.32090180869048,0.441393411615647,0.441393411615647,0,1.79036040458547e-05,0.126030410416032,9.31758865025945e-05,1,0.00972165699689909,0.846456996062793,0.0301697209807123,0.000957943301570396,0.225032260454115
"KCNK1",31,15,2,0,0,0.279528787225602,0.612566767735317,0.612566767735317,0,1.67004973055107e-05,0.468674196678188,9.36892361041997e-05,1,0.00958656261042902,0.846456996062793,0.0301697209807123,0.000962706298758498,0.225032260454115
"SERPINA6",21,10,2,1,0,0.228127181645882,1.10823868330649,1.10823868330649,0,3.55451835283294e-05,0.86870506111398,9.46041721061608e-05,1,0.0145742506585238,0.930189915410168,0.0301697209807123,0.0009711883595791,0.225032260454115
