"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","pglobal_cv","qglobal_cv"
"SEMG2",11,46,0,0,0,1.70325219129287,0,0,0,0.0746432994635866,0.0463544417218943,0.00943989728219041,1,0.500887952412464,0.845635796946955,0.291578005121814,0.053456346427816,0.999999998168399
"LLGL2",27,34,2,0,1,0.603765240448382,0.334158412494008,0.334158412494008,6.14963026203415,0.048176136303718,0.0775470076003134,0.0643573343347622,0.146829706418737,0.463243255254313,0.852895326354629,0.589033452089531,0.0535014365574684,0.999999998168399
"TAF1A",4,2,0,0,1,0.248533639011922,0,0,10.3135916761491,0.0622408427954217,0.183695934485794,0.103698111457229,0.0911595607406167,0.482119669795114,0.852895326354629,0.633767465770543,0.0535177791217952,0.999999998168399
"GPR78",16,9,0,0,0,0.33443576003,0,0,0,0.00524308917006444,0.115408134997721,0.00947853171647528,1,0.218999801488076,0.852895326354629,0.291578005121814,0.0536364125098354,0.999999998168399
"HDAC3",2,11,4,1,0,2.20350101786782,8.36069251512678,8.36069251512678,0,0.149810000078552,0.00238489537007114,0.00948529557123801,1,0.590279017763913,0.435590298909993,0.291578005121814,0.0536679210421507,0.999999998168399
"PAFAH1B3",0,0,0,0,1,0,0,0,28.9365633285622,0.123832429182071,0.595129740345429,0.281818107766712,0.0337973696726487,0.559490721005192,0.853046782428609,0.740432156397757,0.0538514357451273,0.999999998168399
"NFX1",9,33,4,0,2,1.61037929193841,1.91641644362081,1.91641644362081,8.03866753550554,0.153913841111958,0.291207585938198,0.305536181636135,0.0311738011225827,0.595874165058382,0.852895326354629,0.750719967670822,0.0538514980763906,0.999999998168399
"AMPD2",19,11,2,0,0,0.335065159082117,0.69716524617302,0.69716524617302,0,0.00233855339590716,0.608221995657597,0.00952617619079543,1,0.157664014352922,0.853787394597854,0.291578005121814,0.0538582555103521,0.999999998168399
"TAF12",1,0,2,0,0,0,6.46574273494522,6.46574273494522,0,0.0484091840085324,0.0665414911810998,0.00953427899999004,1,0.463243255254313,0.852895326354629,0.291578005121814,0.0538959602046888,0.999999998168399
"FEM1A",13,6,2,0,0,0.315770815525398,2.85636460453809,2.85636460453809,0,0.0111943070117285,0.221481105663468,0.00953495343014443,1,0.310819818580059,0.852895326354629,0.291578005121814,0.0538990982110427,0.999999998168399
"ELMO1",21,41,2,2,2,0.936368294032735,0.786627309188072,0.786627309188072,14.5284414323649,0.800975911626147,0.648539026458148,0.896174491291277,0.0106594504985215,0.950751638289596,0.858218216923366,0.941875822133217,0.0539817812810657,0.999999998168399
"RORC",13,23,0,0,1,0.838296209793009,0,0,8.18173808110675,0.596478662867425,0.0263733228190568,0.0848791288362571,0.113124992889591,0.885069361503143,0.783995395034724,0.619867467513125,0.0542105883502904,0.999999998168399
"INVS",4,24,6,0,0,2.13443898699539,6.18664071309017,6.18664071309017,0,0.072586614964774,0.0028837826291831,0.00960354587908874,1,0.500001280089228,0.462734347895248,0.292532027651147,0.0542179984046228,0.999999998168399
"RNF217",3,25,3,0,0,3.36211577555455,5.22021414178322,5.22021414178322,0,0.00482722425658733,0.0414696068715183,0.00962439252786862,1,0.207666341971359,0.833999871527202,0.292532027651147,0.0543148214634895,0.999999998168399
"KIAA1211",22,31,6,0,1,0.657678545332634,1.91181727546713,1.91181727546713,4.96671192624558,0.127214876946632,0.18422302533969,0.0544361700790734,0.177604823949574,0.562719967577009,0.852895326354629,0.55775874413171,0.0545177985105513,0.999999998168399
"SLC6A18",27,25,2,1,0,0.435268077547136,0.567296578120545,0.567296578120545,0,0.00236412128842933,0.312593422234016,0.00970280580803484,1,0.158325202686112,0.852895326354629,0.294025748852531,0.054678611397122,0.999999998168399
"CRHR1",18,12,3,0,0,0.339243517491782,0.690539880229339,0.690539880229339,0,0.00243885127505528,0.531268222503738,0.00972043693099534,1,0.161180792655051,0.852895326354629,0.294116413223836,0.0547603216405386,0.999999998168399
"NFATC2",22,19,3,1,0,0.428546043417875,1.30645009164423,1.30645009164423,0,0.00562938483327458,0.631539076237222,0.00973548041188899,1,0.225782407837311,0.856243222279004,0.294128627000393,0.0548300143462326,0.999999998168399
"CUBN",49,111,21,0,1,0.943423682470711,1.9281401636259,1.9281401636259,1.51634688596148,0.731328499777975,0.0160845635388345,0.0215364948910901,0.452345362112085,0.933709712127033,0.696454668230007,0.408497237349163,0.054859903143196,0.999999998168399
"DHCR7",14,19,0,0,1,0.746354035585065,0,0,10.3246716855986,0.390127680326943,0.0394092011548571,0.107070224015207,0.0910676417051509,0.792014620026719,0.829128275828898,0.636542802568053,0.0549001880838079,0.999999998168399
"CNNM3",7,7,4,0,0,0.554846418381654,5.05161650799103,5.05161650799103,0,0.238063976683585,0.0179421519482711,0.00975546628897761,1,0.680461661058791,0.70861475948023,0.294289899717491,0.0549225679946755,0.999999998168399
"LARP4B",5,20,3,2,1,1.70715734804137,4.18229226591196,4.18229226591196,6.29382488283705,0.202475015401588,0.0228428734327739,0.068094195522005,0.143791047204156,0.649725407171264,0.758572182046051,0.596651671856239,0.0550885748244581,0.999999998168399
"TSPAN15",5,1,0,0,0,0.0903794235199588,0,0,0,0.00396917795385632,0.153285283572785,0.00980431826193595,1,0.194026166109312,0.852895326354629,0.294593448883344,0.0551486269748422,0.999999998168399
"ST18",26,103,7,2,0,1.82936065857506,1.87411316504967,1.87411316504967,0,0.00274772748251317,0.121528361040052,0.00980499589039774,1,0.170912052170812,0.852895326354629,0.294593448883344,0.0551517609372206,0.999999998168399
"POLR3D",10,4,3,0,0,0.276978549753571,2.3622790244502,2.3622790244502,0,0.0157074565108913,0.22321703475771,0.00981929917087665,1,0.363765127447961,0.852895326354629,0.294593448883344,0.055217901225734,0.999999998168399
"ACTRT2",24,24,0,0,0,0.484254223213322,0,0,0,0.0107520533336727,0.0445919612679688,0.00982418051624312,1,0.306803695153393,0.842498233370459,0.294593448883344,0.055240468451779,0.999999998168399
"ZNF628",9,6,1,0,1,0.384144807528382,1.40288154924493,1.40288154924493,11.3597815637649,0.051553282375938,0.756937217077894,0.119155470024935,0.083227172391875,0.467021744029425,0.88786796084909,0.643862646206783,0.0556690020486535,0.999999998168399
"TRAT1",5,27,0,1,0,3.04972788716878,0.968809297689686,0.968809297689686,0,0.00367297843198888,0.976229145385282,0.00992699358354376,1,0.188249514482369,0.989315252503261,0.296349521674558,0.0557152277396782,0.999999998168399
"TSPAN2",8,11,0,0,1,0.854124587240236,0,0,22.6476672522846,0.717611407077853,0.0873728282241444,0.231875954201887,0.0429185920940904,0.928244304518223,0.852895326354629,0.711565571386911,0.0558295678789212,0.999999998168399
"CYFIP1",22,21,1,0,0,0.445449561604923,0.199718608885245,0.199718608885245,0,0.00695351170289782,0.0400807052098353,0.00995412649219607,1,0.252810166641045,0.829128275828898,0.296718628122717,0.0558403411692175,0.999999998168399
"C20orf196",5,3,0,0,1,0.410536530640604,0,0,28.3615192064299,0.175126714187367,0.342544457745343,0.289247966190245,0.034467177186749,0.619237942459298,0.852895326354629,0.744463347262132,0.0559114782573639,0.999999998168399
"TM9SF4",22,15,2,2,0,0.3837382826426,0.877123373431706,0.877123373431706,0,0.00299320467843078,0.805155019368007,0.00998764949940667,1,0.174000594084418,0.90494264697441,0.297276838655673,0.0559948180728815,0.999999998168399
"GPR61",10,12,2,0,1,0.594523331802832,2.21108091334829,2.21108091334829,19.0828553034394,0.203703833770347,0.344531116687874,0.198017479075983,0.0506695191114449,0.651226763602212,0.852895326354629,0.693358677068676,0.0562056909465853,0.999999998168399
"TUBGCP5",17,16,1,0,1,0.476839886035803,0.267161425647617,0.267161425647617,4.60051789444456,0.0288382508122054,0.11358918956698,0.0528700986245981,0.189918131120326,0.437845248482617,0.852895326354629,0.554218834857157,0.0562403853771805,0.999999998168399
"EMR1",40,49,1,3,0,0.539559515279441,0.443052258840331,0.443052258840331,0,0.00382412495014228,0.0815919440260185,0.0100417217265845,1,0.192076235933271,0.852895326354629,0.297785940271439,0.0562437505969222,0.999999998168399
"IPO13",16,10,1,1,0,0.313594504019806,0.605318854119686,0.605318854119686,0,0.0024316522876302,0.471207170620775,0.0100460341996028,1,0.161180792655051,0.852895326354629,0.297785940271439,0.0562635913882665,0.999999998168399
"OFCC1",0,1,2,1,0,0.269577069561399,6.83054858573287,6.83054858573287,0,0.256705473936117,0.0350658771717703,0.0100492194268098,1,0.699313816109689,0.822183502830648,0.297785940271439,0.0562782447674381,0.999999998168399
"PRKCQ",29,38,2,1,1,0.58702749135595,0.443942338111981,0.443942338111981,5.66960651314036,0.0298350115912438,0.132976747351583,0.0637141304265713,0.157938437072827,0.440422643555973,0.852895326354629,0.588272331985406,0.0563412164698643,0.999999998168399
"NACA2",9,9,4,0,0,0.491716465465973,3.80626398899938,3.80626398899938,0,0.112430845377511,0.0420497201819721,0.0100652955602574,1,0.545879196345958,0.834998006023194,0.297823053168087,0.0563521863142177,0.999999998168399
"FABP6",4,8,0,0,1,0.967607460760393,0,0,39.4947746196575,0.951089401178278,0.183858877560983,0.404743292789204,0.0249093192917051,0.988881764806512,0.852895326354629,0.785106545362997,0.0564284384812521,0.999999998168399
"ITPRIP",19,11,1,0,0,0.336768802509307,0.678169877464952,0.678169877464952,0,0.00245175198301462,0.686982352073453,0.0100958972057706,1,0.161502128166382,0.865026737459283,0.298289221707556,0.0564928664619327,0.999999998168399
"GPR115",30,32,4,0,0,0.468072754852438,0.785492209580164,0.785492209580164,0,0.00265235241705764,0.638449192113183,0.0101261985961044,1,0.168102247353643,0.857360778370862,0.298485942445121,0.056632074896663,0.999999998168399
"VGLL3",6,19,4,1,0,1.92179105626992,6.60888149282665,6.60888149282665,0,0.10583424217851,0.0032963756861073,0.0101431935575284,1,0.540105212458044,0.475880933064781,0.298485942445121,0.0567101122008479,0.999999998168399
"SLC22A10",29,29,6,0,0,0.488026313774092,1.18064896202339,1.18064896202339,0,0.00573637196679744,0.714726947116183,0.0101584192176394,1,0.225782407837311,0.872488655050623,0.298485942445121,0.0567800010597413,0.999999998168399
"OR2T4",20,16,1,0,0,0.372698363649912,0.64072718653416,0.64072718653416,0,0.00246506370986743,0.640736236474871,0.0101841146172525,1,0.161848349656688,0.857481377225765,0.298485942445121,0.0568978964036515,0.999999998168399
"LUZP1",4,10,4,0,0,0.896815956645239,7.67110303485118,7.67110303485118,0,0.832506938516352,0.00528344032565331,0.0101842201188191,1,0.96011900802737,0.506815133871805,0.298485942445121,0.0568983803310011,0.999999998168399
"ZNF429",10,18,6,0,0,0.767665070637005,4.08177816884317,4.08177816884317,0,0.480814451361375,0.0110651142061278,0.0101916956108383,1,0.83662799370854,0.627686150558377,0.298485942445121,0.0569326670405497,0.999999998168399
"SLITRK5",14,16,0,0,1,0.530733351412389,0,0,7.74972348036134,0.0747590230714051,0.118178087484335,0.0857528072592223,0.118930623889576,0.501019954558856,0.852895326354629,0.620179859843425,0.056964489373581,0.999999998168399
"HS3ST6",8,9,0,0,1,0.608464533151557,0,0,34.3978708892435,0.278035014766115,0.288082216640689,0.35746052610042,0.0285314875871761,0.716932303740181,0.852895326354629,0.770219979075493,0.0569656160086802,0.999999998168399
"FNDC8",9,6,1,0,1,0.471823540560709,1.27471280509165,1.27471280509165,26.2710442698749,0.127625803245947,0.822105007159319,0.274664279633242,0.037143176110784,0.563421228963815,0.911954825778555,0.736767133174149,0.0569794781299867,0.999999998168399
"CDH10",28,74,1,0,1,1.25177248291739,0.23216115339397,0.23216115339397,4.76653245123499,0.291439917071799,0.0665603734839856,0.0554443534214276,0.184131476127038,0.728507716462304,0.852895326354629,0.56218925335254,0.0570122455881391,0.999999998168399
"FAM50B",8,6,1,0,1,0.435212790611402,1.3489735179531,1.3489735179531,20.1614333093248,0.0987585338157249,0.783915443818718,0.212597903626888,0.0480443560550375,0.528967662727733,0.897722593579677,0.700548111402416,0.0570355277102927,0.999999998168399
"ARHGEF18",18,13,1,1,0,0.346507723946971,0.626138589934238,0.626138589934238,0,0.00248848806205948,0.500699603979763,0.0102421008989146,1,0.161955186310466,0.852895326354629,0.299525544628958,0.0571637104274755,0.999999998168399
"IFNL3",0,8,1,2,0,3.71299049514805,15.3251177809043,15.3251177809043,0,0.0588281773815695,0.00402583587052896,0.0102788469686073,1,0.475325762443539,0.475880933064781,0.300158509488535,0.0573319874655538,0.999999998168399
"NR1H4",5,22,4,1,1,1.55342062951371,3.60441095266048,3.60441095266048,10.6271622514613,0.289556337916869,0.039358775914093,0.116164164498425,0.0886278436547555,0.727639322712671,0.829128275828898,0.642483840648407,0.0574076541893211,0.999999998168399
"GJD2",7,16,0,0,1,1.2006200737912,0,0,37.9789967648495,0.656724466103699,0.23110598204947,0.398582989112861,0.0258866731653681,0.909730694551744,0.852895326354629,0.783934030662679,0.0575110856782073,0.999999998168399
"CARM1",14,9,0,0,0,0.364171517796751,0,0,0,0.012552171287585,0.033066265009197,0.0103240735906245,1,0.325272885206782,0.813708613730104,0.300158509488535,0.0575389205368895,0.999999998168399
"ACTR3C",5,7,0,0,1,0.838630367513566,0,0,40.2571625569853,0.740800262799127,0.190811416917595,0.422630853004256,0.0244451147691968,0.937242952134588,0.852895326354629,0.792078028704152,0.0575717821348984,0.999999998168399
"CTD-2278I10.6",5,0,0,0,0,0,0,0,0,0.00383635839743357,0.240178806535406,0.0103344940805237,1,0.192210165992114,0.852895326354629,0.300158509488535,0.0575865710651746,0.999999998168399
"F10",18,18,0,0,0,0.471696145657229,0,0,0,0.0211034881264162,0.0180880013392979,0.0103478352067369,1,0.398112845021434,0.70861475948023,0.300158509488535,0.0576475616626265,0.999999998168399
"TFCP2L1",19,14,3,1,0,0.364652990565342,0.812146045574021,0.812146045574021,0,0.00300435937885701,0.69605207522899,0.0103533844545097,1,0.174000594084418,0.867320734601758,0.300158509488535,0.0576729256640939,0.999999998168399
"BSX",3,0,0,0,0,0,0,0,0,0.00298379519515757,0.392707564294994,0.0103903687537288,1,0.174000594084418,0.852895326354629,0.300461029805454,0.057841894272611,0.999999998168399
"VMAC",0,1,2,0,0,0.717436524604805,28.8507461783787,28.8507461783787,0,0.780040105488103,0.00407403914624171,0.0103937293173456,1,0.9463013995488,0.475880933064781,0.300461029805454,0.0578572410064869,0.999999998168399
"BDH1",8,8,0,0,1,0.532710164298183,0,0,17.2142310992902,0.18106227580023,0.145862783991098,0.186211040844903,0.0559674394364314,0.625073174518636,0.852895326354629,0.687084646058775,0.0579851846988694,0.999999998168399
"WNK4",31,37,4,1,1,0.597936019170051,1.08365668504695,1.08365668504695,6.60625950715829,0.0332720852425068,0.868304659264783,0.0762121482880346,0.137619241076703,0.445367763541494,0.932546908857133,0.609397429115163,0.0582884826844586,0.999999998168399
"MIA-RAB4B",6,0,0,0,0,0,0,0,0,0.00365990605420297,0.292367527095016,0.0104910848600108,1,0.188059264795375,0.852895326354629,0.302210790818173,0.0583013656775373,0.999999998168399
"PYGB",13,7,1,0,0,0.270113992672035,0.400558788384382,0.400558788384382,0,0.00266965433014199,0.309565430519302,0.0104970229288037,1,0.168138009864836,0.852895326354629,0.302210790818173,0.0583284251392884,0.999999998168399
"FPR2",24,21,3,0,0,0.462610812831886,1.80659801298622,1.80659801298622,0,0.00840846223377145,0.36921028759008,0.010516944954346,1,0.276179635544156,0.852895326354629,0.302210790818173,0.0584191842149702,0.999999998168399
"PCDHGB3",35,35,1,0,0,0.505079267200993,0.308070689088518,0.308070689088518,0,0.0039571703135205,0.156277029400001,0.0105297988063839,1,0.193910996997415,0.852895326354629,0.302210790818173,0.0584777226708901,0.999999998168399
"BMP5",16,59,2,0,0,2.05164476236717,0.843631190659165,0.843631190659165,0,0.00462130888296919,0.815394366026657,0.010539889436037,1,0.204088555789923,0.909156346514322,0.302210790818173,0.0585236659844423,0.999999998168399
"AJAP1",12,18,0,0,1,0.674151138244512,0,0,11.8776568023347,0.272381841450555,0.0624318280180973,0.132144176022415,0.0797900064729525,0.713245786486113,0.852895326354629,0.653580301074576,0.0585413986163752,0.999999998168399
"AFAP1",15,10,0,3,0,0.326160508403109,1.01726544660812,1.01726544660812,0,0.00392792068676817,0.978222168685053,0.0105445106945169,1,0.193908289372629,0.990248480427843,0.302210790818173,0.0585447036584295,0.999999998168399
"OR12D2",12,16,0,0,1,0.628140717521078,0,0,23.6123320406056,0.206783840432889,0.226959690635096,0.256263594552236,0.0412125471661106,0.652895582740483,0.852895326354629,0.726421136076255,0.0586210061426424,0.999999998168399
"TAS2R46",3,4,3,0,0,0.901335008569061,12.3397405475068,12.3397405475068,0,0.875932494095865,0.00386630346527139,0.0105718874862815,1,0.974535424978528,0.475880933064781,0.302563805536867,0.0586692914088737,0.999999998168399
"FNTB",7,2,0,0,0,0.157881671559701,0,0,0,0.00588974942793441,0.0925464586442515,0.010594708495413,1,0.230215867230798,0.852895326354629,0.302785616474171,0.0587730922754156,0.999999998168399
"SOX10",4,18,1,1,1,1.96005681737716,3.89042851149669,3.89042851149669,16.033225671164,0.130607826389234,0.142305144665626,0.176801405711356,0.0599274441800449,0.568959635729856,0.852895326354629,0.67991221140079,0.0587755836743011,0.999999998168399
"MOGAT3",12,13,0,1,1,0.553818321058229,0.468142879267432,0.468142879267432,25.6094105838117,0.125213872632871,0.41199298301303,0.278319220976095,0.0380788665586784,0.560957043704218,0.852895326354629,0.738945969641374,0.0587884254866208,0.999999998168399
"HDGFRP2",7,5,1,1,1,0.365709178445506,1.60389356379119,1.60389356379119,8.25239736516301,0.0625895188892688,0.565443066911365,0.0945335398705048,0.112228883196932,0.482472095695514,0.852895326354629,0.629732542950369,0.0588398611758173,0.999999998168399
"KCNS2",10,12,0,0,1,0.553515917701922,0,0,17.6005968283762,0.148868028112138,0.19972275258998,0.193665500411692,0.0547831068539196,0.588761329291529,0.852895326354629,0.692520638024294,0.0588407894640861,0.999999998168399
"STEAP3",23,21,0,0,0,0.499856733135786,0,0,0,0.0189403799354497,0.0248755813500887,0.0107051987798985,1,0.387901297944058,0.774906341495429,0.304897156263181,0.0592749617124192,0.999999998168399
"DCAF8",3,7,3,2,0,0.839392973101124,5.84071163424991,5.84071163424991,0,0.764218451317783,0.00817381699867092,0.0107141149803531,1,0.942883376653499,0.569990078918642,0.304897156263181,0.0593154110317601,0.999999998168399
"OR2W3",28,26,0,0,0,0.493384860376361,0,0,0,0.00840804990925692,0.0788113212876898,0.010714120368414,1,0.276179635544156,0.852895326354629,0.304897156263181,0.0593154354730441,0.999999998168399
"MRE11A",5,11,2,0,2,0.925015808748666,1.53918003682362,1.53918003682362,13.0363355023587,0.871505824947089,0.605219699732131,0.822594497495109,0.0130299735495556,0.973067033936163,0.853046782428609,0.911143067952715,0.0593347777486433,0.999999998168399
"ATG9A",11,12,0,0,1,0.533641913208242,0,0,6.32407849451723,0.116966498404395,0.0545111127927262,0.0748899756581493,0.143169365274738,0.553325622661338,0.845898160423611,0.608682138711765,0.0593509506027196,0.999999998168399
"KDM7A",16,12,2,2,0,0.36433256413961,1.20526958613907,1.20526958613907,0,0.00595165419622612,0.740431884525297,0.0107392172975425,1,0.230394382382233,0.881035696739733,0.305179087305411,0.0594292506101234,0.999999998168399
"KDR",44,83,4,1,2,0.847844551547718,0.505342202271842,0.505342202271842,6.83309307037473,0.37270858032746,0.112204151989758,0.260071219849578,0.0413473522762679,0.780684995955106,0.852895326354629,0.727931300919179,0.0594928924117712,0.999999998168399
"RPL38",0,0,0,0,1,0,0,0,44.5220024101854,0.259378768041922,0.634282784308674,0.486410975526316,0.0221372988514253,0.701305413683956,0.856243222279004,0.809496070100851,0.0595589162484835,0.999999998168399
"ITGAL",33,41,3,1,1,0.600975576436682,0.555543682729908,0.555543682729908,6.49867265415761,0.0285772125449951,0.228582905254522,0.0772063553753504,0.139683909012906,0.435948957662488,0.852895326354629,0.609397429115163,0.059634394802964,0.999999998168399
"MIA",5,0,0,0,0,0,0,0,0,0.00376648025723214,0.278335151417341,0.0107908558884331,1,0.189655024681832,0.852895326354629,0.305529872905782,0.0596632484426349,0.999999998168399
"TCTN3",4,7,5,0,0,0.829962735639567,5.75862754862286,5.75862754862286,0,0.736715104387656,0.00736285182251162,0.0107988633257674,1,0.935684546042105,0.551069826314984,0.305529872905782,0.0596995116059282,0.999999998168399
"CHURC1-FNTB",7,2,0,0,0,0.158467676520723,0,0,0,0.00599891306438749,0.0934242158923263,0.0108001756003542,1,0.231777235339633,0.852895326354629,0.305529872905782,0.0597054539181032,0.999999998168399
"UNC45B",25,28,3,0,1,0.532213474879518,0.635391390184309,0.635391390184309,5.52362341973863,0.0204040144691239,0.428387977205295,0.067278309911548,0.161657090950275,0.395036911351357,0.852895326354629,0.593887752387044,0.0600486076029016,0.999999998168399
"C12orf40",10,42,1,0,1,1.65513837767157,0.410237782581265,0.410237782581265,6.80773162077848,0.10634001723833,0.330599993522958,0.081431112258964,0.133912324961818,0.540308161139745,0.852895326354629,0.615424564691268,0.0601779381329332,0.999999998168399
"AGBL4",7,4,0,0,0,0.218270313257173,0,0,0,0.00728496827201719,0.0579793707799625,0.010909649963348,1,0.260895361057215,0.852895326354629,0.307413432557678,0.0602006219797567,0.999999998168399
"PCDHB13",35,40,0,0,0,0.584291566493081,0,0,0,0.0194570071871318,0.0288096157636145,0.0109749130897234,1,0.391302033430096,0.796809797764423,0.30881929815915,0.0604952929859567,0.999999998168399
"ANO9",9,17,0,0,1,0.764650251862927,0,0,8.51600017871456,0.490939818127189,0.0326407815856974,0.100682210648926,0.109007387676244,0.840940669052735,0.813043749490447,0.632995021866153,0.0604961578655155,0.999999998168399
"CD6",11,26,0,0,1,1.1139904496507,0,0,8.10809895673203,0.748374774928743,0.0438216828229113,0.0962732193101195,0.114074231140877,0.939724850193337,0.839179845993394,0.631097367201959,0.0605285918481004,0.999999998168399
"COMMD10",0,1,3,0,0,0.480469468007349,10.8484772115381,10.8484772115381,0,0.530883590773661,0.0104971341511424,0.0110166672157737,1,0.859125713673094,0.613739887077538,0.309100044466963,0.0606836142571315,0.999999998168399
"KHDRBS1",1,13,2,1,0,3.68648087798249,9.91392984650064,9.91392984650064,0,0.0203341926601109,0.00985974716485127,0.011019325407215,1,0.395036911351357,0.598062391875661,0.309100044466963,0.060695597983085,0.999999998168399
"ANO1",19,30,0,0,0,0.665622691119433,0,0,0,0.157872186642552,0.00356321076402299,0.0110310453378534,1,0.601576244562757,0.475880933064781,0.309100044466963,0.0607484264270596,0.999999998168399
"DSCAML1",62,86,6,3,0,0.605883082539644,0.809233768645493,0.809233768645493,0,0.00282611949750833,0.541442028764867,0.0110686626528033,1,0.171648256018925,0.852895326354629,0.30944475433608,0.0609179051661414,0.999999998168399
"GTSF1L",5,4,3,0,0,0.584016927534816,8.60720172297514,8.60720172297514,0,0.379730958611256,0.00927626659505887,0.011078045822184,1,0.784652338728658,0.595063558859974,0.30944475433608,0.0609601595821602,0.999999998168399
"MUC7",4,30,0,0,0,2.94996004319093,0,0,0,0.0065167660941754,0.399382014968944,0.0110895536868238,1,0.243361240888621,0.852895326354629,0.30944475433608,0.0610119711046756,0.999999998168399
"ZNF566",1,20,0,0,0,3.84271119255082,0,0,0,0.00991520209891417,0.36675692616204,0.0111062453665842,1,0.295634752862468,0.852895326354629,0.309480687461919,0.0610871003471758,0.999999998168399
"ZNF90",14,14,3,1,0,0.437994625333508,2.14360432375451,2.14360432375451,0,0.0243880247289965,0.20753761647146,0.0111292593587303,1,0.419747826369611,0.852895326354629,0.309568209440248,0.061190645184052,0.999999998168399
"CHRNB4",21,17,1,0,0,0.39282797419227,0.353249100918958,0.353249100918958,0,0.00325647638111182,0.228789860543976,0.0111448240122617,1,0.179248950610733,0.852895326354629,0.309568209440248,0.0612606468820778,0.999999998168399
"TAS2R40",12,7,1,0,0,0.270891548425275,1.01213941625988,1.01213941625988,0,0.00325496339572295,0.990712191969678,0.0111556111509999,1,0.179248950610733,0.996166290419038,0.309568209440248,0.0613091490541412,0.999999998168399
"PPFIBP2",6,16,1,0,2,1.0158567830627,0.544141697189873,0.544141697189873,12.5328320172614,0.970820483347876,0.534380332004964,0.798987025968174,0.0140107066276716,0.994069896492466,0.852895326354629,0.901975543360394,0.061483346993813,0.999999998168399
"DCHS1",21,33,5,1,1,0.745159952410497,2.78882829992535,2.78882829992535,2.0885753534504,0.282891365102825,0.0441079374984985,0.0310745638234746,0.360832431114214,0.722640866659994,0.839179845993394,0.465909747595096,0.0615657107462977,0.999999998168399
"FASTK",1,17,0,1,0,4.83148911856219,3.08280902290793,3.08280902290793,0,0.00272890742392129,0.378174091882655,0.0112163887225326,1,0.170799000168232,0.852895326354629,0.310397335846285,0.0615822283668526,0.999999998168399
"SUCLG1",1,9,0,0,1,2.66283459178899,0,0,13.3435732150812,0.11119507506841,0.434509120677538,0.157027279381897,0.0714381219030666,0.54546213258791,0.852895326354629,0.666803445100331,0.0615882687626351,0.999999998168399
"FSTL4",23,23,1,0,0,0.451460674631918,0.225359382435555,0.225359382435555,0,0.00620307071161952,0.0621622459008043,0.0112429905756484,1,0.236033889521113,0.852895326354629,0.310628952111449,0.0617016492563656,0.999999998168399
"RPSAP58",5,13,2,0,0,3.06008512345011,8.13239162078391,8.13239162078391,0,0.0133935615042597,0.0341247705726992,0.0112573602420669,1,0.339110036921047,0.819116804750419,0.310628952111449,0.0617661312897348,0.999999998168399
"PIPOX",9,10,2,1,1,0.535477013192302,1.61869170843845,1.61869170843845,14.7509460357265,0.152594084411098,0.48033794586021,0.173477545706369,0.0649141169066559,0.594198568053179,0.852895326354629,0.678433448550122,0.0617830969694628,0.999999998168399
"ZNF823",1,12,4,0,0,2.26615687807969,10.8295992861619,10.8295992861619,0,0.165364078983606,0.0028237763243556,0.0112711416101362,1,0.60868077536014,0.462734347895248,0.310628952111449,0.0618279561780963,0.999999998168399
"TRMT61A",4,0,0,0,0,0,0,0,0,0.0033404568624994,0.40243563387892,0.0113088171053517,1,0.181617007662541,0.852895326354629,0.311240334881673,0.0619968870778419,0.999999998168399
"TJP3",28,31,1,0,0,0.527730712486776,0.180018412684463,0.180018412684463,0,0.0133483260238272,0.0243018299341441,0.0113372061627375,1,0.338612649172616,0.770117959609919,0.311594813974772,0.0621240961290899,0.999999998168399
"CDX2",5,1,1,0,0,0.0919823574745676,1.33900994221482,1.33900994221482,0,0.00428332199221648,0.792118950322088,0.0113550650203992,1,0.200317596644937,0.899935638482305,0.311659305088579,0.0622040837768616,0.999999998168399
"MYO5C",37,43,5,2,0,0.512820161533544,0.74202621142797,0.74202621142797,0,0.00287766182551363,0.451828875187013,0.0113737789976112,1,0.171648256018925,0.852895326354629,0.311701883761279,0.0622878712643129,0.999999998168399
"TMEM225",15,17,1,1,1,0.562113597164323,0.784644990327219,0.784644990327219,20.8833105381341,0.094477112898836,0.737533707531641,0.245395197272949,0.0464342053390646,0.521259749471719,0.879889940293378,0.717165535643217,0.0623816423649898,0.999999998168399
"UMODL1",35,43,6,2,0,0.560621121793735,1.32381755884945,1.32381755884945,0,0.0108265169278513,0.485173263230153,0.0114321410851714,1,0.306803695153393,0.852895326354629,0.312424556757413,0.0625489764388054,0.999999998168399
"QRICH2",25,30,7,1,0,0.567799303525937,1.74448115065753,1.74448115065753,0,0.0346160643610606,0.189660972080876,0.0114498326445942,1,0.445367763541494,0.852895326354629,0.312424556757413,0.0626280674951922,0.999999998168399
"NEDD9",5,16,0,1,2,1.39938650150043,1.23619684533447,1.23619684533447,11.9442790644296,0.44635069919263,0.846672305028971,0.748278650904499,0.0153040776487916,0.823334528232979,0.9229283967412,0.88793729698909,0.062636479161889,0.999999998168399
