"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","pglobal_cv","qglobal_cv"
"NRAS",1,132,2,2,1,62.2608198754792,22.2465280916233,22.2465280916233,20.4048452885255,0,0.000194371188234843,0,0.0474890924735496,0,0.150196597801009,0,0,0
"BRAF",13,292,1,1,2,12.2576782993394,0.760299333923132,0.760299333923132,13.6382477050168,0,0.706028910666636,0,0.0119868712478042,0,0.870382735728273,0,0,0
"CDKN2A.p16INK4a",8,22,23,7,9,2.1403180852158,50.9818383829663,50.9818383829663,407.556039854274,0.0376061053190417,0,0,1.99074881862047e-18,0.449126383434067,0,0,0,0
"ARID2",17,59,37,3,8,1.6052854813781,12.7447497484061,12.7447497484061,21.0407107548737,0.061812164195701,0,0,6.75612897495222e-07,0.482119669795114,0,0,0,0
"NF1",25,49,42,12,9,0.867768495414574,9.77164147804112,9.77164147804112,15.4912933817745,0.556161719094098,0,0,2.19824407914636e-06,0.870940287598702,0,0,0,0
"TP53",9,48,22,7,4,2.85986485567542,17.434096114855,17.434096114855,44.2969822071906,0.000499528105070701,0,1.11022302462516e-16,9.29435008460429e-06,0.0671455306235262,0,3.71758179795734e-13,0,0
"PTEN",0,22,8,3,13,8.96345217637423,47.670271756861,47.670271756861,147.782942973374,5.07221469991936e-05,2.4966717582231e-10,7.55922435757839e-10,3.64988036367595e-19,0.0143760678057194,1.00321264588921e-06,1.89840470710134e-06,0,0
"CDKN2A.p14arf",16,25,0,5,6,1.54316990575483,5.46276747820354,5.46276747820354,320.714166780321,0.156336943928983,0.00470027600902134,0.0130232934349065,1.21834077134751e-12,0.600337450397017,0.491228680461448,0.329950805045027,5.20028464734423e-13,1.30598648562241e-09
"RB1",8,8,10,2,6,0.466795370646025,5.82736266134592,5.82736266134592,35.823095280243,0.106075578341129,6.63617971943253e-05,6.52560397385038e-07,4.44070508956388e-07,0.540163381283823,0.0740708259683995,0.000595935951993764,8.65574278918757e-12,1.93225031530631e-08
"DNAH17",159,163,16,3,0,0.444954344827417,0.583704475496822,0.583704475496822,0,6.56807941368243e-13,0.0172296635006739,5.88440407511825e-12,1,4.39864278334312e-09,0.706451366106203,1.6889080324743e-08,1.58047575027354e-10,3.17533382987456e-07
"DDX3X",3,23,10,1,5,3.25076159470601,14.8016834052752,14.8016834052752,25.1985019297765,0.00702504866353104,2.36056120983541e-07,1.37807316369365e-06,1.47770324863316e-05,0.253490411337631,0.000790433921113387,0.00102543955302849,5.21665599606536e-10,9.52798505608628e-07
"B2M",1,2,0,1,5,1.31040688780585,8.95182951026548,8.95182951026548,188.951133521133,0.76760556651741,0.122566425971644,0.303408272457124,8.79761287090073e-10,0.943271497556062,0.852895326354629,0.75009692655079,6.15107476065191e-09,1.02984369180215e-05
"CACNA1C",91,85,4,1,1,0.416657120726069,0.266065938097036,0.266065938097036,2.4922613403179,7.28301419172794e-09,0.000391847166854586,6.65160770907391e-09,0.315467708976813,2.4387173021001e-05,0.224931469407871,1.48486056092227e-05,4.40281685554211e-08,6.80438411113051e-05
"COL5A2",13,109,4,6,1,3.94294481434451,2.84140409904483,2.84140409904483,2.86500054258814,4.02970123936086e-09,0.0151638382101853,3.0464772593497e-08,0.282558164364524,2.02401818999998e-05,0.689268492038083,5.56425223796317e-05,1.68464803662616e-07,0.000241759026456115
"PRB2",6,73,1,0,0,5.33893920027936,0.797075158376759,0.797075158376759,0,2.11784404458015e-08,0.82551463067089,1.97901786069821e-08,1,5.31870058745748e-05,0.913545273743258,3.97604478392877e-05,3.70829950968599e-07,0.000496689636327341
"ZFX",7,16,6,0,5,1.10489071156823,6.92929916385571,6.92929916385571,28.3010561761556,0.809047847907035,0.00107779869712255,0.00325996312069909,8.62878734967494e-06,0.952164103225788,0.362081529788256,0.188206663959671,5.17202056737887e-07,0.000649444157620055
"BCLAF1",16,103,7,0,0,3.64815570767702,3.07006920410061,3.07006920410061,0,5.58927426563827e-09,0.0219634181652562,3.86531436857851e-08,1,2.24588218541877e-05,0.751051851607993,6.47150258159257e-05,6.98409650334852e-07,0.000825396957933972
"FAM58A",1,4,2,2,3,1.32197480808126,12.8405794606809,12.8405794606809,89.0329430183669,0.710034132673352,0.00152895980749368,0.00505651404245155,1.25913771738432e-05,0.926257759855874,0.362081529788256,0.23154545412937,1.11862813723107e-06,0.00124857543917275
"COL4A4",41,211,5,9,0,2.36713469796904,1.49823719660566,1.49823719660566,0,1.76980637922597e-08,0.204848482072938,8.26801349607109e-08,1,5.07959713786128e-05,0.852895326354629,0.000127778968576588,1.43105146122036e-06,0.00151322394249359
"FLG",77,326,10,0,2,1.78155411878098,0.8550708343301,0.8550708343301,3.89719834923727,1.11371316424691e-06,0.634032621067342,8.84146365898175e-07,0.103579083142402,0.00111878055914423,0.856243222279004,0.00074014102655251,1.57571525472022e-06,0.0015828847591292
"DNAH1",82,79,10,4,0,0.420075791021003,0.800861319411957,0.800861319411957,0,4.3253114423436e-08,0.429625860416893,1.8579983307454e-07,1,8.68998321881254e-05,0.852895326354629,0.000266636031878614,3.06543636585666e-06,0.00293274676316315
"RASA2",6,26,7,2,4,2.02725560111089,5.92830490507285,5.92830490507285,22.600135515681,0.0630628707225004,0.000435502694150158,0.00187495885435718,0.000118573732763212,0.48340180682402,0.232696283942993,0.14204669146463,3.62808632459188e-06,0.00315294076075952
"SCN10A",142,171,11,4,0,0.529820538188144,0.6227018528996,0.6227018528996,0,3.328717823603e-08,0.062626081932158,2.2648802844305e-07,1,7.43080775488976e-05,0.852895326354629,0.000290517099965457,3.69188481064153e-06,0.00315294076075952
"ABCC8",59,46,3,0,0,0.361568585191217,0.229670103501873,0.229670103501873,0,1.72973625978123e-07,0.00168259170047247,2.31360987479334e-07,1,0.000217200819970405,0.362081529788256,0.000290517099965457,3.76639183008454e-06,0.00315294076075952
"PROKR2",44,24,3,1,0,0.271932315030674,1.03680236357615,1.03680236357615,0,8.36068748677476e-08,0.94499764063011,2.78898470540412e-07,1,0.000129211209459071,0.972839151909203,0.000329608774801613,4.48815077480624e-06,0.00352410368901455
"BRD7",1,13,7,0,3,2.89860192399495,14.5037805588281,14.5037805588281,18.7636239089253,0.0626165371118641,4.67946820029708e-05,0.000250892162313443,0.00113076675166624,0.482472095695514,0.063267080638038,0.0456611388007029,4.56058413789151e-06,0.00352410368901455
"RYR1",156,198,17,2,0,0.556208963677503,0.566154008708516,0.566154008708516,0,6.50912155286676e-08,0.0116272223102892,3.08048583752552e-07,1,0.000108978967598872,0.645310838221052,0.000343833560898473,4.92662356510465e-06,0.0036659553350562
"RAC1",2,30,1,1,0,9.47153484352547,5.49165056338005,5.49165056338005,0,5.16316055465538e-08,0.0828147793436707,3.55079516678458e-07,1,9.43027806396193e-05,0.852895326354629,0.000375468556294048,5.62833846196042e-06,0.00403853385854453
"DYNC1H1",68,60,8,4,0,0.392886333419262,0.830322614147912,0.830322614147912,0,1.27671514249528e-07,0.542969076815443,4.70970702215467e-07,1,0.000171003226185817,0.852895326354629,0.000473113618910548,7.33229322391615e-06,0.00507976217798964
"CACNA1A",72,71,6,4,1,0.422546046997868,0.68037510704168,0.68037510704168,2.30868018144683,2.95469184230512e-07,0.23007108236718,1.82839745999086e-06,0.334621346946598,0.000331790591914501,0.852895326354629,0.00131194047745273,9.3650350760921e-06,0.00614506434056386
"COL21A1",23,135,7,1,0,2.71921961657072,1.28115339707389,1.28115339707389,0,3.02802703244787e-07,0.550454744524652,6.19979656169001e-07,1,0.000331790591914501,0.852895326354629,0.000593143393909114,9.48170795667114e-06,0.00614506434056386
"PLXNB2",38,24,8,0,1,0.303344929653316,1.14833860660546,1.14833860660546,3.45478935251508,2.32654814358302e-06,0.725026955933765,2.66119421898914e-06,0.242437653053738,0.00186970715010906,0.876365916727977,0.0018436570018521,9.84131563552815e-06,0.00617880851354363
"EPPK1",95,91,6,0,0,0.457119826339539,0.667802483972389,0.667802483972389,0,1.02861984374591e-07,0.307939333297275,7.0373007987623e-07,1,0.000147614294862137,0.852895326354629,0.000614723523251884,1.06733833146189e-05,0.00649814982345478
"NLRP3",75,66,7,3,0,0.422673464841624,0.911897383108507,0.911897383108507,0,3.13773393378902e-07,0.781262236670243,1.08184765001962e-06,1,0.000331790591914501,0.896370258519893,0.000869416045461766,1.59430159298868e-05,0.00942091567786339
"ADCY8",93,98,1,3,0,0.498420589417962,0.266242313428604,0.266242313428604,0,1.73170973660763e-06,0.00131655432728883,1.17966915469392e-06,1,0.00165675144372305,0.362081529788256,0.000911566653344443,1.72824793374105e-05,0.00992063692479753
"DICER1",12,39,13,2,1,1.35554589474266,6.56399854389062,6.56399854389062,2.1946759603723,0.316218861878023,1.58840151698314e-06,5.48826099167066e-06,0.347712036102497,0.746031268797301,0.00398907185971353,0.00344577036198922,2.70397240014209e-05,0.0150904193031263
"MYH11",56,56,3,2,2,0.442376327269362,0.374525649750534,0.374525649750534,6.65790312462466,1.64389354838645e-05,0.0154548312336238,4.61490036357537e-05,0.0432308233802978,0.00733943672902939,0.692562185193584,0.0164968849837976,2.81798886316853e-05,0.0153016795270051
"PLXNC1",9,20,6,2,4,0.90075116117169,3.85408983046782,3.85408983046782,17.0419746311637,0.780869092483587,0.00649034722831565,0.00828695199494878,0.000333533527412419,0.9463013995488,0.545318806466738,0.275650914785622,3.8139667742576e-05,0.0201648438056867
"OBSCN",160,232,11,5,5,0.654092181830498,0.565740323086457,0.565740323086457,3.59376607836931,4.47335733392284e-05,0.0187411379404722,0.000113678544911067,0.0342562250031288,0.0136390661236229,0.713386049884835,0.0271894719739076,5.24004147590684e-05,0.0269942752031909
"COL3A1",30,137,12,7,0,2.35481300153839,2.69113593657023,2.69113593657023,0,2.16642717265625e-06,0.00124373499041541,4.82845750515715e-06,1,0.00186137708234146,0.362081529788256,0.00323361799120374,6.39335261486407e-05,0.0321122118463085
"DSC3",21,91,9,3,3,1.91644642193212,2.97609442466639,2.97609442466639,14.5431078676037,0.00301389710524003,0.00442022202484538,0.00219820734297715,0.00228237052156879,0.174000594084418,0.489365488404558,0.153784494877051,6.62393463318756e-05,0.032458895296432
"ANKZF1",7,4,5,3,0,0.30111239040544,6.129950979779,6.129950979779,0,0.0350089449982947,0.000522461022831489,5.30487400429713e-06,1,0.445367763541494,0.238562827493351,0.00343807172968818,6.97425660154405e-05,0.0333618546146718
"TRRAP",73,91,4,0,3,0.556141441681407,0.260232904540759,0.260232904540759,3.38781483250038,0.000212237368690582,0.001206783632001,7.53969213732608e-05,0.0797920517590075,0.0394820460589119,0.362081529788256,0.0213352048916927,7.83357674498664e-05,0.0350525532969389
"LCT",78,83,4,1,0,0.470630830324532,0.383331237518137,0.383331237518137,0,2.06180972917025e-06,0.01617849484707,6.13955558514956e-06,1,0.00186137708234146,0.696676946025837,0.00364787751655832,7.9818877609994e-05,0.0350525532969389
"OR1M1",31,16,0,0,0,0.251722278376803,0,0,0,2.22353541268205e-06,0.0783518387980178,6.17330324836907e-06,1,0.00186137708234146,0.852895326354629,0.00364787751655832,8.0223782574107e-05,0.0350525532969389
"DNER",34,32,8,3,1,0.438775734393694,1.82833803227247,1.82833803227247,7.36464403277832,0.000738610860923195,0.0978289899106081,4.95539432855407e-05,0.12463114898143,0.0831273518553085,0.852895326354629,0.0168743775347424,8.02557091065248e-05,0.0350525532969389
"TRIM71",27,14,5,0,0,0.265725995037854,1.95904571529222,1.95904571529222,0,2.06901741510723e-05,0.199673578015089,7.32182817730909e-06,1,0.00787961322730337,0.852895326354629,0.0042029385688662,9.38998874695507e-05,0.0401392050883137
"MYH6",67,69,2,3,0,0.450950978097511,0.339728913445591,0.339728913445591,0,3.81720437758748e-06,0.00628433838555809,7.90905316805368e-06,1,0.00264453286724517,0.541882585855139,0.00441391075553796,0.000100820674905688,0.0421997537402122
"C1orf173",84,178,1,0,2,0.946014220910149,0.0799862146291288,0.0799862146291288,7.27687576364206,0.673418228622915,4.72353894565014e-05,0.000221252290959484,0.0370913726665278,0.914917885863257,0.063267080638038,0.0433623249618532,0.00010431000719735,0.0427692317265707
"UGT2A2",9,43,11,2,0,2.00307118700316,7.91526557667293,7.91526557667293,0,0.0277916435737176,1.54264227358869e-06,9.40637933199984e-06,1,0.432786361962421,0.00398907185971353,0.00510766397727591,0.000118276965499042,0.0475260502768252
"ZNF433",1,6,5,2,0,0.984203511577796,17.1399296454306,17.1399296454306,0,0.981769591506207,1.70602816118581e-05,1.02873160401362e-05,1,0.996325038011351,0.0311598288967129,0.00543901227795728,0.00012843301425125,0.0505950527318013
"MYH2",114,153,9,4,1,0.580795086278233,0.495414205005676,0.495414205005676,2.381995789597,1.45128506469083e-05,0.00838838373168238,3.39565312650336e-05,0.32670368543534,0.00728944205867588,0.571291584926206,0.0135769101917148,0.000137663473520178,0.0531884008941132
"MYH1",121,161,8,6,0,0.573241389545647,0.50587396587137,0.50587396587137,0,5.02553118708615e-06,0.00819905095851314,1.34671291716071e-05,1,0.00315524834624212,0.569990078918642,0.00693764338940405,0.000164504467017546,0.0620690778104766
"PLEC",73,71,7,2,1,0.464604332161398,0.81909119018066,0.81909119018066,0.786222987843695,4.3712998116785e-06,0.561411869621789,2.07217970824569e-05,0.659904022367017,0.00292745948388109,0.852895326354629,0.00949377622736469,0.00016682744521257,0.0620690778104766
"OR56B4",18,6,2,0,0,0.154341408549955,1.4747760180664,1.4747760180664,0,7.15363118442003e-06,0.619047446788083,1.59492112538073e-05,1,0.00435526073109645,0.854814006022407,0.00801089008250607,0.000192125812522592,0.0701818127162073
"PBRM1",8,27,9,2,2,1.31942734686948,5.9241572841457,5.9241572841457,5.69430514117168,0.442606960527739,9.73401042682065e-05,0.000308979404687215,0.056308928589,0.820939599740123,0.0931266683263113,0.0508828296686134,0.000208068663274052,0.0746483484614105
"CYP4F2",39,25,4,0,0,0.313880603641419,0.505889079351335,0.505889079351335,0,3.13593033585136e-06,0.152962882871638,1.88710730069097e-05,1,0.00242322986067652,0.852895326354629,0.0092472860434591,0.000224148347008568,0.0790063936798095
"CCND1",7,1,0,1,2,0.095434044032954,1.29424070588219,1.29424070588219,33.9946212117451,0.00320459464953082,0.812961102371789,0.00961971031639208,0.00211123210239761,0.179114423958407,0.908405689149824,0.292532027651147,0.000239741269655203,0.0806756330988462
"SETD2",3,29,9,0,1,2.71911733097465,11.6531890249841,11.6531890249841,1.89100627096517,0.0197210378371083,9.82493394907635e-06,5.26173227964888e-05,0.388038431347019,0.391904422537432,0.0219325275523214,0.0176189105384043,0.000240908964152853,0.0806756330988462
"MYO7A",52,47,5,2,0,0.393525960231439,0.59099964215085,0.59099964215085,0,3.38358342311107e-06,0.161422539918826,2.05320986516044e-05,1,0.00251776202050831,0.852895326354629,0.00949377622736469,0.00024214573884962,0.0806756330988462
"ABCA2",43,30,3,2,0,0.339992548928994,0.629445373645671,0.629445373645671,0,3.52706234885147e-06,0.296132294869726,2.07917054404483e-05,1,0.00253079320181339,0.852895326354629,0.00949377622736469,0.000244946175851357,0.0806756330988462
"CACNA1H",61,61,2,0,0,0.461105843180649,0.217578703564344,0.217578703564344,0,1.96232606716196e-05,0.00602322423905644,2.14097212586362e-05,1,0.00785591399045873,0.535467253746617,0.00955872688460576,0.000251599882137188,0.0815305360002942
"KLF6",2,7,3,1,2,1.5584198170715,12.0656176222658,12.0656176222658,24.8375605927631,0.467399196946819,0.00142600060751841,0.00590897386003031,0.00386688259466806,0.830755528937212,0.362081529788256,0.245944305508646,0.000267030489943587,0.0851572948167716
"PLXNA4",88,107,4,2,0,0.533974291392942,0.37009150156739,0.37009150156739,0,1.59011936066156e-05,0.00622910018224843,2.45136744095875e-05,1,0.00733943672902939,0.539919704637359,0.0107066137513701,0.000284757692458393,0.089391668737212
"PHIP",5,30,5,4,3,2.20554375095763,6.08982029291218,6.08982029291218,7.28081758151284,0.0406691882655718,0.000461148618908891,0.00188066397539155,0.0139579711464116,0.451883249569182,0.232696283942993,0.14204669146463,0.000303133593860361,0.0936962620653617
"FCGBP",107,150,8,6,3,0.622548554925741,0.909513997249279,0.909513997249279,5.01521440610904,0.000211862646343541,0.735212286401111,0.000803555407678958,0.0340731616241942,0.0394820460589119,0.8789735225281,0.0966720460819038,0.000315022571644064,0.0956696950870853
"COL4A3",19,108,3,2,0,2.50835164874782,1.01007772354606,1.01007772354606,0,2.07863969462485e-05,0.98392919264699,2.80475008279657e-05,1,0.00787961322730337,0.992945650789658,0.0118104601371795,0.000322030494786407,0.0956696950870853
"HYDIN",177,264,21,4,0,0.637111653499087,0.718351921273938,0.718351921273938,0,4.80002699065896e-06,0.10633303269458,2.82167182611426e-05,1,0.00311088200868804,0.852895326354629,0.0118104601371795,0.000323803656658295,0.0956696950870853
"MYO18B",108,145,9,1,1,0.600182862726827,0.434316197733718,0.434316197733718,2.17794538473428,7.11573626934747e-05,0.00454493086037122,8.44737704858156e-05,0.34971833120455,0.0185665269334364,0.489365488404558,0.0226178968637974,0.000337656397499497,0.0983167345240927
"AREG",1,13,0,0,0,11.0724431671681,0,0,0,8.00698876457506e-06,0.670651123121054,3.3382515369218e-05,1,0.0045866284400374,0.8602656092711,0.0135769101917148,0.000377472067702556,0.108339875888743
"CACNA1B",60,63,3,1,0,0.456854335815431,0.33476724909034,0.33476724909034,0,1.53358016828919e-05,0.0123656155636417,3.44643083857177e-05,1,0.00733599027645195,0.648630820643525,0.0135769101917148,0.000388605283782373,0.109157942445081
"KIAA0556",28,31,0,0,2,0.506179904585308,0,0,7.2062327462315,0.00847336430838608,0.00159617818516311,0.000924230390755731,0.0377237021707464,0.277261176416587,0.362081529788256,0.103735825590354,0.000392724328223126,0.109157942445081
"EVPL",73,84,6,2,2,0.553037924928463,0.614119012562461,0.614119012562461,7.64374355216615,0.000229700366935481,0.161478833736328,0.00105427561417504,0.0340492317131246,0.0415640840318073,0.852895326354629,0.110897651122464,0.000403300466951584,0.109157942445081
"RGPD3",16,80,12,2,0,2.30863604443293,4.66891436331379,4.66891436331379,0,0.000486099248540373,5.65973540563869e-05,3.65104146311523e-05,1,0.0671455306235262,0.0701810635876113,0.0141063603914323,0.000409570655134806,0.109157942445081
"SPRED1",5,9,3,0,3,0.970235912754934,3.64896349663037,3.64896349663037,35.6624695518427,0.951944936283463,0.09061422360987,0.200206006750874,0.000182636730271951,0.989126750727919,0.852895326354629,0.694979343648238,0.000410128061044568,0.109157942445081
"RELN",111,157,21,5,1,0.595554236893813,0.942927268549636,0.942927268549636,1.69578967873746,3.7385189884942e-05,0.785727376621646,8.91303409308319e-05,0.419154777286011,0.0125184308329728,0.898392025838548,0.0229579189697608,0.00041823580220135,0.109157942445081
"CASR",92,101,6,0,0,0.522902828121227,0.527477323069711,0.527477323069711,0,7.80193120286654e-06,0.0945325823829053,3.73710576011543e-05,1,0.0045866284400374,0.852895326354629,0.0141664512880149,0.000418354565142165,0.109157942445081
"STXBP5L",29,140,6,4,1,2.11363827929706,1.44285804201793,1.44285804201793,4.15846144494633,4.74882398217025e-05,0.32899201673481,0.000210107689099681,0.20725351634579,0.0142400929292213,0.852895326354629,0.0426391270878959,0.000480817105949161,0.121768671499188
"OR1F1",31,17,0,0,0,0.292384621359226,0,0,0,1.9132927467358e-05,0.0720485985061965,4.36448103264819e-05,1,0.00784489072952426,0.852895326354629,0.0162382941531361,0.000481813661547759,0.121768671499188
"RNF213",54,59,11,1,1,0.472157303895068,1.16953257730469,1.16953257730469,0.837627791719114,7.26612098044255e-05,0.62832080972997,6.86789923374231e-05,0.639922076431855,0.0187158508484707,0.855855794935707,0.0213352048916927,0.000484868534166294,0.121768671499188
"OR4B1",28,15,0,0,0,0.273820583601764,0,0,0,1.99418452796474e-05,0.0708499692903333,4.6318636552467e-05,1,0.00785591399045873,0.852895326354629,0.0164968849837976,0.000508577061947957,0.125791745839871
"SPTB",77,85,9,1,0,0.493335081700868,0.606241901506825,0.606241901506825,0,8.21853684940255e-06,0.111758745180493,4.68031677903769e-05,1,0.0045866284400374,0.852895326354629,0.0164968849837976,0.000513410141798287,0.125791745839871
"GPR151",7,10,6,0,1,0.662158538344881,6.88806143773649,6.88806143773649,11.744195960391,0.370736740291404,0.0011108972107724,0.000593533452949657,0.0806483622326397,0.780327712746009,0.362081529788256,0.0826802871891923,0.000524009063256115,0.126211938295961
"EPB41L3",15,7,3,1,1,0.20720565217435,1.25713336182702,1.25713336182702,4.49392831270715,0.000182489821572318,0.687452560656997,0.000250102561251575,0.193828362726549,0.0352538750500908,0.865026737459283,0.0456611388007029,0.000530067633212061,0.126211938295961
"XKR7",23,10,0,0,0,0.231615043269516,0,0,0,2.91985785032534e-05,0.0337999710701548,4.88700602983005e-05,1,0.0101142869087735,0.815681921277244,0.0168743775347424,0.000533971168939162,0.126211938295961
"CDH22",24,18,0,0,1,0.35392846933531,0,0,8.15512051400924,0.000615315226654145,0.014501348179591,0.000479414346988727,0.113466277688794,0.0741454157874395,0.675374575388642,0.0724204033485001,0.000588535655749345,0.136880825731032
"RPL5",1,12,3,0,2,3.98574278232382,9.6009220611334,9.6009220611334,20.0883621131974,0.0150175863310787,0.0107711083845189,0.00945824928943206,0.00579654455675152,0.356219984625387,0.617893665385939,0.291578005121814,0.000592734649275783,0.136880825731032
"ACACB",48,49,3,0,1,0.45289678812816,0.293292226299846,0.293292226299846,2.30505029588617,9.65336052189958e-05,0.0128068705106248,0.000170693562145607,0.335023181864518,0.0230598381815717,0.657524290231509,0.0364830250751851,0.000615850487646563,0.140602865310308
"MC2R",18,7,0,0,0,0.176550323756734,0,0,0,1.61676282640633e-05,0.162442036896556,5.84474783323907e-05,1,0.00733943672902939,0.852895326354629,0.0192502997897715,0.000628157377351113,0.141801234475969
"DNAH2",102,131,13,3,0,0.555974821654858,0.683824533659263,0.683824533659263,0,1.12202707068798e-05,0.138345801983184,6.46289102247399e-05,1,0.00609260699383574,0.852895326354629,0.0209428941181492,0.000688094230139269,0.153605568641423
"OR10H4",27,17,0,0,0,0.284228591178181,0,0,0,2.44963563479361e-05,0.10008507082124,6.67870320399944e-05,1,0.00878850527475687,0.852895326354629,0.0212987025510401,0.000708877666762087,0.156506167065023
"CACNA1I",57,56,3,4,0,0.439769907461882,0.703469966828594,0.703469966828594,0,1.28893364561566e-05,0.356754793722708,6.99705779910742e-05,1,0.00681472786159587,0.852895326354629,0.0213352048916927,0.000739409585119866,0.160086587244799
"COL4A5",28,128,5,4,0,2.23168751179411,1.35900998194483,1.35900998194483,0,1.88270369172461e-05,0.432530952327797,7.26874882804873e-05,1,0.00784489072952426,0.852895326354629,0.0213352048916927,0.000765351371539436,0.160086587244799
"SERPINA5",28,17,2,1,0,0.282335748342182,0.895517563073986,0.895517563073986,0,1.84719291239643e-05,0.853186944990936,7.31541795251367e-05,1,0.00784489072952426,0.926510940587693,0.0213352048916927,0.000769797136682904,0.160086587244799
"FLG2",29,147,6,2,1,2.10030704902233,1.63309241839923,1.63309241839923,2.82381136798659,4.96686074438202e-05,0.239174216806436,0.00026052981685476,0.285856967293792,0.0143760678057194,0.852895326354629,0.0456611388007029,0.000782356377713844,0.160086587244799
"ZNF691",0,5,3,1,1,1.5274837656757,21.7967720202441,21.7967720202441,14.5995006505893,0.594598221304445,0.000360558812919076,0.00113823686551606,0.0655583950891405,0.884460237842955,0.213058444422269,0.113772720721807,0.000783750803824645,0.160086587244799
"TAS2R38",41,25,2,0,0,0.343573913922477,0.667861707109281,0.667861707109281,0,1.32403945933834e-05,0.552436846983063,7.46309033445858e-05,1,0.00682084019937607,0.852895326354629,0.0213352048916927,0.000783845085305712,0.160086587244799
"UGT2A1",13,54,11,2,0,1.75486093258831,5.89260634172678,5.89260634172678,0,0.0422530429063649,1.38638662812163e-05,7.47340358574489e-05,1,0.454161933496584,0.0278538937455916,0.0213352048916927,0.000784825077798756,0.160086587244799
"RBM46",5,33,8,0,0,2.59991463193536,10.5458502146323,10.5458502146323,0,0.0110116379594735,2.21844707301022e-05,7.51566502718015e-05,1,0.308126487804709,0.0371423501198736,0.0213352048916927,0.000788839387647955,0.160086587244799
"TRPM2",66,70,6,2,0,0.474469066880439,0.539158987997933,0.539158987997933,0,1.52630058285474e-05,0.0730857985116256,7.71064456503989e-05,1,0.00733599027645195,0.852895326354629,0.0215159111050301,0.000807329443752169,0.162200558544248
"TECTA",61,75,11,3,0,0.52743986549232,1.36409105634956,1.36409105634956,0,0.000231704614581774,0.309433591371908,8.2121983563499e-05,1,0.0415640840318073,0.852895326354629,0.022331860669376,0.000854668514682966,0.168588476051038
"FAT1",52,75,13,1,0,0.607262651833575,2.15782306290649,2.15782306290649,0,0.00602012854807044,0.0177935664382521,8.22536304581067e-05,1,0.232150484950639,0.70861475948023,0.022331860669376,0.000855906851685129,0.168588476051038
"LRP1",81,103,14,2,1,0.541854868177229,0.903856660077318,0.903856660077318,0.947153734044793,4.48050552067647e-05,0.708028032284598,0.00014021174720924,0.600690627648399,0.0136390661236229,0.871064934136892,0.032011297877055,0.000874415045766241,0.169477680767767
"TENM2",73,96,3,0,1,0.568950974227856,0.261146829455386,0.261146829455386,1.72765139348338,0.000321333446613559,0.00452687652472705,0.00020450685593687,0.413749252166614,0.0516180067539277,0.489365488404558,0.042043327914009,0.000878079478379701,0.169477680767767
"MYH8",87,113,5,3,0,0.565335002743709,0.392606283988281,0.392606283988281,0,7.61804491999918e-05,0.00387903236470977,8.55587159249716e-05,1,0.0193739418338865,0.475880933064781,0.0226178968637974,0.000886927974133922,0.169477680767767
"DUSP6",1,1,0,0,3,0.267852348145879,0,0,33.6591846882407,0.21110101684306,0.543441080410617,0.408634230656483,0.000215729930373922,0.654786578146509,0.852895326354629,0.78608486481419,0.000911203153997509,0.169477680767767
"PPFIA2",18,87,15,4,0,2.05204215800244,3.89121739272115,3.89121739272115,0,0.00182833484993816,4.58318492387866e-05,8.83614861948434e-05,1,0.139140437386771,0.063267080638038,0.0229579189697608,0.000913134168878504,0.169477680767767
"AOC2",10,14,3,0,3,0.69927650800689,2.56977969899901,2.56977969899901,25.0429847397498,0.364943454654234,0.185086943943453,0.176090350360302,0.000502211840508541,0.777198113485157,0.852895326354629,0.67991221140079,0.000913817138529449,0.169477680767767
"CACNA1E",122,184,8,4,1,0.652400298195629,0.45945316848093,0.45945316848093,2.27368520674004,0.00030099455174093,0.00418745213051541,0.000265330247766871,0.338535327156531,0.0512481486358222,0.479644628798953,0.0459547414472776,0.000926770197124838,0.169477680767767
"PRKAR1A",6,5,2,0,3,0.530677794154063,1.94014185145542,1.94014185145542,29.349512926402,0.256532721190583,0.433360096928261,0.281438241173867,0.000319592287008739,0.699313816109689,0.852895326354629,0.740128721845687,0.000927905275220464,0.169477680767767
"IGFN1",41,38,1,1,0,0.387408673938582,0.337593586273957,0.337593586273957,0,2.36872944692212e-05,0.0744376610485371,9.49499955653632e-05,1,0.00865275333056589,0.852895326354629,0.0241473463405533,0.000974392062386698,0.176364963291992
"KCNK1",33,18,3,0,0,0.304996068418092,0.837265621744757,0.837265621744757,0,2.15344281405683e-05,0.762055402898286,9.89300964722162e-05,1,0.00801200362541032,0.889625514214379,0.0246289475326802,0.00101117411755203,0.180382037068416
"NALCN",54,55,6,2,0,0.438560655271091,0.581348879846568,0.581348879846568,0,1.77691925598022e-05,0.124855282381214,9.92954432406101e-05,1,0.00776088799389102,0.852895326354629,0.0246289475326802,0.00101454234178144,0.180382037068416
"DYSF",86,106,7,4,0,0.544244727202099,0.503838338054966,0.503838338054966,0,3.3132393437052e-05,0.019235564108237,0.000105166505452337,1,0.0112824223143019,0.722358352333813,0.0254625257645881,0.00106848808793159,0.186708493898484
